user_id,stage_id,question,value,timestamp
505733ea69df93.82421329,534457984,condition,mctrl_pctrl,2012-09-17 14:37:04
505734391ef6e8.12424467,534457984,condition,gms_prp,2012-09-17 14:37:05
5057345daeed43.50810583,534457984,condition,mctrl_pctrl,2012-09-17 14:37:44
5057342a2cc238.03393602,534457984,condition,gms_prp,2012-09-17 14:37:48
505734a0d5c092.20434207,534457984,condition,mctrl_pctrl,2012-09-17 14:38:16
505734cd582430.55642289,534457984,condition,gms_pctrl,2012-09-17 14:38:21
50573470686800.07830365,534457984,condition,prp_mctrl,2012-09-17 14:39:15
505734d55d4d74.74506596,534457984,condition,mctrl_pctrl,2012-09-17 14:40:11
5057346f4300d1.80952011,534457984,condition,gms_prp,2012-09-17 14:40:19
505734d587fd42.57042943,534457984,condition,mctrl_pctrl,2012-09-17 14:40:28
5057357e8365b6.12498613,534457984,condition,gms_pctrl,2012-09-17 14:40:54
505734d8b14518.68265259,534457984,condition,gms_pctrl,2012-09-17 14:41:05
505734a158d1d2.42603622,534457984,condition,prp_mctrl,2012-09-17 14:41:22
5057357663b154.82931757,534457984,condition,mctrl_pctrl,2012-09-17 14:43:37
50573aefe01024.66763807,534457984,condition,prp_mctrl,2012-09-17 15:03:00
50573a5c762047.78236635,534457984,condition,mctrl_pctrl,2012-09-17 15:03:14
50573a2a8544b3.71380354,534457984,condition,gms_prp,2012-09-17 15:03:45
50573a485b7921.52496313,534457984,condition,gms_pctrl,2012-09-17 15:04:09
50573a94380a69.56051208,534457984,condition,gms_pctrl,2012-09-17 15:04:32
50573a0b908c68.19001837,534457984,condition,gms_prp,2012-09-17 15:04:34
50573aab5fbb94.57318110,534457984,condition,mctrl_pctrl,2012-09-17 15:05:03
50573aeef33b39.68609215,534457984,condition,gms_prp,2012-09-17 15:05:04
50573a733f0ed5.14796950,534457984,condition,prp_mctrl,2012-09-17 15:05:10
50573ac9c32279.43130700,534457984,condition,prp_mctrl,2012-09-17 15:05:33
50573b0bcabb14.48846068,534457984,condition,gms_prp,2012-09-17 15:06:28
50573b885d39e2.44474997,534457984,condition,mctrl_pctrl,2012-09-17 15:08:06
50573b561d7ca7.15878782,534457984,condition,prp_mctrl,2012-09-17 15:08:56
50573bf54dd0b0.51840378,534457984,condition,gms_pctrl,2012-09-17 15:10:56
50573c7129bf01.58139301,534457984,condition,gms_prp,2012-09-17 15:15:06
50573c857c9562.75941039,534457984,condition,mctrl_pctrl,2012-09-17 15:17:00
5057457966cb17.85852051,534457984,condition,prp_mctrl,2012-09-17 15:49:22
5057456fca5bc1.00986884,534457984,condition,mctrl_pctrl,2012-09-17 15:49:36
5057458eea9c69.53666252,534457984,condition,gms_prp,2012-09-17 15:49:38
50574565d0aa21.45525188,534457984,condition,prp_mctrl,2012-09-17 15:49:49
5057458a8e8a43.65979468,534457984,condition,gms_pctrl,2012-09-17 15:49:49
505745b368cd84.41040978,534457984,condition,gms_prp,2012-09-17 15:50:01
505745873416f6.67599950,534457984,condition,prp_mctrl,2012-09-17 15:50:04
50574570ae8ec8.89674205,534457984,condition,gms_pctrl,2012-09-17 15:50:11
50574598dc8d54.80254744,534457984,condition,mctrl_pctrl,2012-09-17 15:50:48
505745c81aee55.38993342,534457984,condition,prp_mctrl,2012-09-17 15:50:57
50574596b26944.88341452,534457984,condition,gms_pctrl,2012-09-17 15:51:40
5057459e906ad7.65451766,534457984,condition,gms_prp,2012-09-17 15:52:14
5057459b1b6608.37389657,534457984,condition,mctrl_pctrl,2012-09-17 15:52:14
5057459e1e5170.71015362,534457984,condition,gms_pctrl,2012-09-17 15:52:45
505745974ba7b0.36767114,534457984,condition,gms_prp,2012-09-17 15:52:53
505745bf02b6d3.92139998,534457984,condition,mctrl_pctrl,2012-09-17 15:53:09
50574862a04bc4.44518854,534457984,condition,prp_mctrl,2012-09-17 16:01:57
5057490a945149.48973169,534457984,condition,gms_pctrl,2012-09-17 16:06:45
5057494cb91308.31290922,534457984,condition,mctrl_pctrl,2012-09-17 16:07:01
5057490a216659.28721546,534457984,condition,gms_prp,2012-09-17 16:07:25
5057496b077100.79496876,534457984,condition,prp_mctrl,2012-09-17 16:07:38
5057499e7720c6.81291500,534457984,condition,mctrl_pctrl,2012-09-17 16:07:47
5057496a2efe78.87494372,534457984,condition,gms_pctrl,2012-09-17 16:08:06
5057495950d297.85018535,534457984,condition,prp_mctrl,2012-09-17 16:08:10
505749474d1737.43145586,534457984,condition,gms_prp,2012-09-17 16:08:24
505749afa67766.51589122,534457984,condition,mctrl_pctrl,2012-09-17 16:08:37
50574941e17593.07993381,534457984,condition,gms_pctrl,2012-09-17 16:09:04
505749aa928456.81729742,534457984,condition,prp_mctrl,2012-09-17 16:09:14
5057499820f5e5.50258924,534457984,condition,gms_prp,2012-09-17 16:09:52
505749b1b1cbd3.63351722,534457984,condition,mctrl_pctrl,2012-09-17 16:09:59
50574991ae1462.78941604,534457984,condition,prp_mctrl,2012-09-17 16:10:06
50574a574706a4.06413410,534457984,condition,gms_pctrl,2012-09-17 16:10:12
505749813397b9.47172824,534457984,condition,gms_pctrl,2012-09-17 16:11:48
50574c24611e37.17334705,534457984,condition,gms_prp,2012-09-17 16:19:55
50574ccc5f7193.88920709,534457984,condition,gms_prp,2012-09-17 16:20:41
50574cd59a1dc9.63894264,534457984,condition,gms_pctrl,2012-09-17 16:21:29
50574d11e8f661.19315328,534457984,condition,gms_prp,2012-09-17 16:21:44
50574cd0b7e123.32443855,534457984,condition,mctrl_pctrl,2012-09-17 16:21:52
50574cae899d27.07481524,534457984,condition,gms_prp,2012-09-17 16:22:00
50574cea8fa840.89560971,534457984,condition,gms_pctrl,2012-09-17 16:22:17
50574cab078b25.17145030,534457984,condition,mctrl_pctrl,2012-09-17 16:22:39
50574d415df078.65379442,534457984,condition,prp_mctrl,2012-09-17 16:22:40
50574ce28e7781.97204763,534457984,condition,prp_mctrl,2012-09-17 16:22:41
50574c7e3ad075.60137146,534457984,condition,gms_prp,2012-09-17 16:22:46
50574c70ded0d2.88419741,534457984,condition,mctrl_pctrl,2012-09-17 16:22:50
50574cb402d881.38810166,534457984,condition,gms_pctrl,2012-09-17 16:23:02
50574ceb156e57.27000736,534457984,condition,prp_mctrl,2012-09-17 16:23:08
50574d13ef5402.40145134,534457984,condition,gms_pctrl,2012-09-17 16:23:14
50574d29cc31e8.08340551,534457984,condition,gms_prp,2012-09-17 16:23:22
50574cbdbcab81.49311297,534457984,condition,prp_mctrl,2012-09-17 16:23:38
50574d475a4ec9.88453807,534457984,condition,gms_pctrl,2012-09-17 16:23:55
50574d5e4a7b53.04140879,534457984,condition,mctrl_pctrl,2012-09-17 16:24:16
50574d0a8cca98.33718424,534457984,condition,prp_mctrl,2012-09-17 16:24:26
50574d66a19624.55069770,534457984,condition,mctrl_pctrl,2012-09-17 16:24:44
50574c571e0a76.13954241,534457984,condition,gms_prp,2012-09-17 16:24:52
50574d28504510.41223963,534457984,condition,gms_pctrl,2012-09-17 16:25:35
50574d4eebd942.62105371,534457984,condition,mctrl_pctrl,2012-09-17 16:25:50
50574d880a6d87.76874018,534457984,condition,gms_pctrl,2012-09-17 16:26:36
50574d6095a105.85026081,534457984,condition,gms_pctrl,2012-09-17 16:27:27
50574d7a2f0815.73810471,534457984,condition,prp_mctrl,2012-09-17 16:27:38
50574d2fb53af5.43397121,534457984,condition,prp_mctrl,2012-09-17 16:28:24
50575b809aafe9.30814830,534457984,condition,gms_prp,2012-09-17 17:23:05
50575b9a53ab43.39050617,534457984,condition,mctrl_pctrl,2012-09-17 17:23:24
50575bb2d994f9.29224737,534457984,condition,gms_pctrl,2012-09-17 17:24:40
50575bd4e70019.24606943,534457984,condition,gms_prp,2012-09-17 17:24:40
50575b9c22e514.29490717,534457984,condition,mctrl_pctrl,2012-09-17 17:24:45
50575b9ce78d74.71868630,534457984,condition,gms_pctrl,2012-09-17 17:24:47
50575bd9d59b97.70305181,534457984,condition,prp_mctrl,2012-09-17 17:25:18
50575b953fdb25.55486009,534457984,condition,prp_mctrl,2012-09-17 17:25:28
50575bb61d9f39.67009806,534457984,condition,gms_prp,2012-09-17 17:26:31
50575bf38a8277.41843302,534457984,condition,mctrl_pctrl,2012-09-17 17:27:20
50575bde6a2066.17987799,534457984,condition,prp_mctrl,2012-09-17 17:27:36
50575c434d0619.70188585,534457984,condition,gms_prp,2012-09-17 17:29:33
50575c6e5c1a09.66016543,534457984,condition,mctrl_pctrl,2012-09-17 17:32:59
50576d9e031fa2.01348251,534457984,condition,mctrl_pctrl,2012-09-17 18:39:42
50576dc0f16d47.41179001,534457984,condition,prp_mctrl,2012-09-17 18:40:37
50576dcd1b2194.43906735,534457984,condition,mctrl_pctrl,2012-09-17 18:41:28
50576dd6d6f271.84723635,534457984,condition,prp_mctrl,2012-09-17 18:42:30
50576e032b7a97.91863027,534457984,condition,gms_prp,2012-09-17 18:43:32
50576e1592b046.27771709,534457984,condition,gms_pctrl,2012-09-17 18:43:38
50576e17f27779.78011425,534457984,condition,gms_prp,2012-09-17 18:44:07
50576de8bb83c5.72178728,534457984,condition,mctrl_pctrl,2012-09-17 18:44:50
50576e10ac0513.95872103,534457984,condition,gms_prp,2012-09-17 18:45:07
50576e29dfa320.32406602,534457984,condition,prp_mctrl,2012-09-17 18:45:10
50576e0c1034a5.56272308,534457984,condition,gms_pctrl,2012-09-17 18:45:35
50576dda6c44a1.87275825,534457984,condition,prp_mctrl,2012-09-17 18:45:59
50576e636b8275.66381569,534457984,condition,mctrl_pctrl,2012-09-17 18:48:52
505772eedad9b3.75101345,534457984,condition,gms_pctrl,2012-09-17 19:02:51
50577313303741.84325846,534457984,condition,gms_pctrl,2012-09-17 19:03:32
5057734725ab17.08238472,534457984,condition,prp_mctrl,2012-09-17 19:05:45
505773ac02e1f4.80109093,534457984,condition,gms_pctrl,2012-09-17 19:06:40
5057730c1c1253.21999708,534457984,condition,gms_prp,2012-09-17 19:07:07
50577367d36869.23517597,534457984,condition,mctrl_pctrl,2012-09-17 19:07:12
505773378be019.37544134,534457984,condition,mctrl_pctrl,2012-09-17 19:07:25
50577391eeb2f6.04225637,534457984,condition,gms_pctrl,2012-09-17 19:10:39
50577514bd4611.49576208,534457984,condition,prp_mctrl,2012-09-17 19:12:17
505773c1e68171.78502862,534457984,condition,gms_prp,2012-09-17 19:12:24
5057748510b017.81045612,534457984,condition,gms_pctrl,2012-09-17 19:12:51
505774c44c96e7.11499351,534457984,condition,gms_prp,2012-09-17 19:13:14
505775199ddb93.39787754,534457984,condition,mctrl_pctrl,2012-09-17 19:14:38
505783724c0213.62893341,534457984,condition,gms_pctrl,2012-09-17 20:14:27
505783ac4c7385.83452812,534457984,condition,mctrl_pctrl,2012-09-17 20:16:48
505783c28f9bd1.73921412,534457984,condition,prp_mctrl,2012-09-17 20:16:56
5057842fe0d3d1.69172544,534457984,condition,gms_pctrl,2012-09-17 20:17:54
5057841f4ced30.88347438,534457984,condition,mctrl_pctrl,2012-09-17 20:19:40
5057840980d236.82120811,534457984,condition,gms_prp,2012-09-17 20:20:01
5057841c83c1d1.81432489,534457984,condition,mctrl_pctrl,2012-09-17 20:20:32
505784778027f4.81199003,534457984,condition,prp_mctrl,2012-09-17 20:20:49
5057853f8f3c90.41366975,534457984,condition,gms_pctrl,2012-09-17 20:23:06
505875e7db1270.22338473,534457984,condition,mctrl_pctrl,2012-09-18 13:29:12
505875f1e47459.31545104,534457984,condition,prp_mctrl,2012-09-18 13:29:31
5058763eb2e7b6.79040698,534457984,condition,gms_pctrl,2012-09-18 13:29:48
5058760e6ee447.67218111,534457984,condition,gms_pctrl,2012-09-18 13:30:04
505875e7020e62.65891505,534457984,condition,gms_prp,2012-09-18 13:30:44
505875f3da6070.25714879,534457984,condition,mctrl_pctrl,2012-09-18 13:30:52
5058765cbec5f7.21111269,534457984,condition,gms_prp,2012-09-18 13:31:17
505876585265e3.20919557,534457984,condition,gms_pctrl,2012-09-18 13:31:18
50587689d0e6b0.14386958,534457984,condition,prp_mctrl,2012-09-18 13:31:36
50587638b114e3.17413057,534457984,condition,prp_mctrl,2012-09-18 13:31:37
505875fe154408.50060906,534457984,condition,gms_prp,2012-09-18 13:32:16
50587614cc9f61.59145779,534457984,condition,mctrl_pctrl,2012-09-18 13:32:40
50587628c121e4.87213835,534457984,condition,gms_pctrl,2012-09-18 13:33:27
50587692cbae68.39888277,534457984,condition,mctrl_pctrl,2012-09-18 13:34:06
505876a0ce8aa8.90494446,534457984,condition,gms_prp,2012-09-18 13:34:45
5058767974b3e1.22062829,534457984,condition,gms_pctrl,2012-09-18 13:35:32
5058767d907c42.07932987,534457984,condition,prp_mctrl,2012-09-18 13:35:59
5058772ac7b565.74528606,534457984,condition,gms_pctrl,2012-09-18 13:37:45
505883751e01e5.19200084,534457984,condition,prp_mctrl,2012-09-18 14:25:23
5058837d43bbb0.44715300,534457984,condition,gms_prp,2012-09-18 14:26:37
505883826128c8.99784721,534457984,condition,mctrl_pctrl,2012-09-18 14:26:42
5058838d145178.76268709,534457984,condition,mctrl_pctrl,2012-09-18 14:26:57
50588383cd8899.12507442,534457984,condition,gms_pctrl,2012-09-18 14:27:13
505883e88933c0.53073706,534457984,condition,gms_prp,2012-09-18 14:27:43
505883dc0bb000.84761756,534457984,condition,mctrl_pctrl,2012-09-18 14:28:02
505883a3db3745.94063934,534457984,condition,gms_prp,2012-09-18 14:28:09
50588397783602.90565557,534457984,condition,gms_pctrl,2012-09-18 14:28:33
505883ad447184.69547331,534457984,condition,prp_mctrl,2012-09-18 14:28:56
5058839f7b7513.98460275,534457984,condition,gms_prp,2012-09-18 14:29:11
5058839abf4779.06240664,534457984,condition,prp_mctrl,2012-09-18 14:29:18
505883f178fc82.34853686,534457984,condition,gms_prp,2012-09-18 14:29:51
50588869412ea9.14599390,534457984,condition,gms_pctrl,2012-09-18 14:46:45
50588890decdb4.16180062,534457984,condition,mctrl_pctrl,2012-09-18 14:47:00
5058888f1e5b14.78950496,534457984,condition,gms_pctrl,2012-09-18 14:47:34
505888852cd778.24394362,534457984,condition,prp_mctrl,2012-09-18 14:47:35
5058888b86bdd2.73298915,534457984,condition,mctrl_pctrl,2012-09-18 14:48:03
5058886e782028.30354363,534457984,condition,gms_prp,2012-09-18 14:48:10
5058887479c341.35495787,534457984,condition,gms_pctrl,2012-09-18 14:48:14
505888988b9f10.04705581,534457984,condition,prp_mctrl,2012-09-18 14:48:29
5058886bcef7c5.52848553,534457984,condition,gms_prp,2012-09-18 14:48:59
50588912723614.91455210,534457984,condition,mctrl_pctrl,2012-09-18 14:49:01
505888ba83aa35.18781424,534457984,condition,prp_mctrl,2012-09-18 14:49:10
505888d921a667.05441168,534457984,condition,gms_pctrl,2012-09-18 14:49:26
505888a029f391.17586122,534457984,condition,gms_pctrl,2012-09-18 14:49:50
505888bb795ac0.39251352,534457984,condition,gms_prp,2012-09-18 14:50:00
505888db22a2e4.89816199,534457984,condition,prp_mctrl,2012-09-18 14:50:05
5058888ebc9270.45373435,534457984,condition,mctrl_pctrl,2012-09-18 14:50:20
505888b81f9672.34583357,534457984,condition,mctrl_pctrl,2012-09-18 14:50:31
505888c7929ba6.01412959,534457984,condition,prp_mctrl,2012-09-18 14:50:40
505888e0c93c83.71714362,534457984,condition,gms_prp,2012-09-18 14:50:58
505888ac1e76c9.86200248,534457984,condition,gms_pctrl,2012-09-18 14:51:35
505888e728bff9.49421517,534457984,condition,mctrl_pctrl,2012-09-18 14:52:06
5058889c3c3270.87379498,534457984,condition,mctrl_pctrl,2012-09-18 14:54:14
5058892d9675d0.97525190,534457984,condition,gms_prp,2012-09-18 14:57:20
505889701b8646.92689113,534457984,condition,gms_pctrl,2012-09-18 14:59:23
5058958329a032.72314528,534457984,condition,gms_pctrl,2012-09-18 15:42:35
505895ad92d896.40843768,534457984,condition,prp_mctrl,2012-09-18 15:44:07
505894d16434c9.60362115,534457984,condition,prp_mctrl,2012-09-18 15:45:12
505895b69daa11.38497827,534457984,condition,mctrl_pctrl,2012-09-18 15:45:30
505895afac4840.10092478,534457984,condition,gms_prp,2012-09-18 15:45:33
505894c0064290.60597793,534457984,condition,mctrl_pctrl,2012-09-18 15:45:38
505895ae563922.82416683,534457984,condition,prp_mctrl,2012-09-18 15:46:18
505895aec90666.53089684,534457984,condition,gms_prp,2012-09-18 15:48:09
50589efc6f6ad9.08671574,534457984,condition,gms_prp,2012-09-18 16:25:51
5058efd94ac0c4.52262839,534457984,condition,prp_mctrl,2012-09-18 22:09:21
5058efd2da2525.72598237,534457984,condition,mctrl_pctrl,2012-09-18 22:10:00
5058efed383683.83106450,534457984,condition,prp_mctrl,2012-09-18 22:10:15
5058efecd7bec1.75644782,534457984,condition,gms_pctrl,2012-09-18 22:10:23
5058f002a833d3.37529849,534457984,condition,gms_prp,2012-09-18 22:10:42
5058eff47b7378.59876621,534457984,condition,mctrl_pctrl,2012-09-18 22:11:05
5058f07eda5347.66853401,534457984,condition,gms_prp,2012-09-18 22:11:37
5058f01a124286.92588061,534457984,condition,mctrl_pctrl,2012-09-18 22:13:16
5058f0ac9ab236.49207924,534457984,condition,gms_pctrl,2012-09-18 22:16:06
5058f1ac456e24.84033229,534457984,condition,prp_mctrl,2012-09-18 22:16:33
5058f00933c0c0.23465033,534457984,condition,mctrl_pctrl,2012-09-18 22:16:48
5058f107718774.40863174,534457984,condition,gms_prp,2012-09-18 22:16:49
5058f2a6659989.11599798,534457984,condition,prp_mctrl,2012-09-18 22:24:47
5058f2d8845eb8.94090306,534457984,condition,gms_pctrl,2012-09-18 22:24:53
5058f564e0a9b5.60370443,534457984,condition,prp_mctrl,2012-09-18 22:35:05
5059d9688b9431.05775131,534457984,condition,gms_prp,2012-09-19 14:43:16
5059d98515fbc4.09021419,534457984,condition,prp_mctrl,2012-09-19 14:44:37
5059d98b954d31.64760050,534457984,condition,mctrl_pctrl,2012-09-19 14:45:07
5059d9800a0b96.89263673,534457984,condition,gms_prp,2012-09-19 14:45:58
5059d993d39bb6.92899095,534457984,condition,prp_mctrl,2012-09-19 14:46:20
5059d9c036eb62.74927784,534457984,condition,gms_pctrl,2012-09-19 14:46:26
5059d982357387.99724548,534457984,condition,gms_pctrl,2012-09-19 14:46:29
5059d9a654c759.17056178,534457984,condition,mctrl_pctrl,2012-09-19 14:46:31
5059d99e63ae88.60412588,534457984,condition,prp_mctrl,2012-09-19 14:46:35
5059d9bc835069.48794579,534457984,condition,gms_prp,2012-09-19 14:46:46
5059d9cfa4ceb0.12209745,534457984,condition,gms_pctrl,2012-09-19 14:47:12
5059d9a0252d91.15826335,534457984,condition,gms_prp,2012-09-19 14:47:28
5059d99d0728f3.98610589,534457984,condition,gms_prp,2012-09-19 14:48:10
5059d9cac11574.26336441,534457984,condition,mctrl_pctrl,2012-09-19 14:48:15
5059d9dec7af03.12484647,534457984,condition,prp_mctrl,2012-09-19 14:48:39
5059d9ea39d346.63183245,534457984,condition,prp_mctrl,2012-09-19 14:48:50
5059d9d0e46629.15449098,534457984,condition,gms_pctrl,2012-09-19 14:49:10
5059da357a2be2.38507326,534457984,condition,mctrl_pctrl,2012-09-19 14:49:31
5059da04806181.77462468,534457984,condition,gms_prp,2012-09-19 14:49:34
5059d9f277a973.40575167,534457984,condition,gms_pctrl,2012-09-19 14:49:41
5059d9c1218b36.11315463,534457984,condition,mctrl_pctrl,2012-09-19 14:50:18
5059d9fef28db2.67334079,534457984,condition,gms_prp,2012-09-19 14:50:29
5059d9afe73534.48974375,534457984,condition,mctrl_pctrl,2012-09-19 14:50:45
5059da40ed3250.55733587,534457984,condition,gms_pctrl,2012-09-19 14:52:51
5059d98df10262.49531124,534457984,condition,prp_mctrl,2012-09-19 14:54:18
5059db23ade945.68591420,534457984,condition,prp_mctrl,2012-09-19 14:56:09
5059fbf290f8c8.79088290,534457984,condition,prp_mctrl,2012-09-19 17:12:42
5059fbf24a08a7.02185182,534457984,condition,gms_prp,2012-09-19 17:13:03
5059fc0a6fd1b9.82684840,534457984,condition,gms_pctrl,2012-09-19 17:14:38
5059fc57d24a42.80941996,534457984,condition,mctrl_pctrl,2012-09-19 17:15:12
5059fc2aaf4019.73744511,534457984,condition,gms_prp,2012-09-19 17:15:41
5059fc116bdbf1.04339414,534457984,condition,mctrl_pctrl,2012-09-19 17:16:20
5059fc48e873b4.25190839,534457984,condition,prp_mctrl,2012-09-19 17:16:29
5059fcb3ce22a0.43656903,534457984,condition,prp_mctrl,2012-09-19 17:18:08
5059ffdfec94b2.15128957,534457984,condition,gms_pctrl,2012-09-19 17:29:52
505a0011a1f1c0.58934498,534457984,condition,gms_prp,2012-09-19 17:31:24
505a001e1158f0.69322084,534457984,condition,gms_pctrl,2012-09-19 17:31:45
505a0021c01840.23166538,534457984,condition,mctrl_pctrl,2012-09-19 17:31:55
5059fff6c707b4.17527048,534457984,condition,gms_pctrl,2012-09-19 17:32:04
505a00439f4f61.36574998,534457984,condition,gms_pctrl,2012-09-19 17:32:28
505a00312fdb15.08046382,534457984,condition,prp_mctrl,2012-09-19 17:32:29
505a004f887160.81235843,534457984,condition,mctrl_pctrl,2012-09-19 17:33:09
505a00837359f6.29576294,534457984,condition,gms_prp,2012-09-19 17:34:03
505a0163cb4226.56187529,534457984,condition,gms_prp,2012-09-19 17:36:40
505a0087a50b19.63228437,534457984,condition,gms_pctrl,2012-09-19 17:38:46
505a173f804de1.67380846,534457984,condition,gms_pctrl,2012-09-19 19:08:05
505a17395cd0f0.81392289,534457984,condition,prp_mctrl,2012-09-19 19:08:39
505a1737f2cf67.09246239,534457984,condition,gms_prp,2012-09-19 19:08:55
505a1744de94d2.54511599,534457984,condition,gms_prp,2012-09-19 19:09:00
505a17070462d9.88584229,534457984,condition,prp_mctrl,2012-09-19 19:09:17
505a17614d9152.23084105,534457984,condition,mctrl_pctrl,2012-09-19 19:09:33
505a17711e1fe0.47722034,534457984,condition,gms_pctrl,2012-09-19 19:09:40
505a1738de64d4.00551883,534457984,condition,gms_prp,2012-09-19 19:09:50
505a1760b83468.40366706,534457984,condition,mctrl_pctrl,2012-09-19 19:09:50
505a171c0389b3.68200863,534457984,condition,gms_pctrl,2012-09-19 19:09:56
505a172bdd7ed4.22445312,534457984,condition,prp_mctrl,2012-09-19 19:09:58
505a175739e167.01113068,534457984,condition,mctrl_pctrl,2012-09-19 19:10:01
505a17652cfe56.57625669,534457984,condition,gms_pctrl,2012-09-19 19:10:03
505a1795e74c26.80496409,534457984,condition,gms_prp,2012-09-19 19:10:32
505a177e1a7616.36474431,534457984,condition,prp_mctrl,2012-09-19 19:10:32
505a17bd2d2526.22845458,534457984,condition,gms_prp,2012-09-19 19:10:49
505a17b26d60f1.62206340,534457984,condition,prp_mctrl,2012-09-19 19:12:16
505a17edbe50c0.20991198,534457984,condition,gms_pctrl,2012-09-19 19:12:39
505a17d81f4458.64906135,534457984,condition,mctrl_pctrl,2012-09-19 19:12:51
505a17bdd205a5.50315155,534457984,condition,gms_prp,2012-09-19 19:12:54
505a17b24113a2.69713197,534457984,condition,mctrl_pctrl,2012-09-19 19:13:19
505a17bd66a6c7.10716147,534457984,condition,gms_prp,2012-09-19 19:14:29
505a5e6998ee99.34840942,534457984,condition,prp_mctrl,2012-09-20 00:11:57
505a5e5442ead2.13963572,534457984,condition,mctrl_pctrl,2012-09-20 00:14:44
505a5e475ac2b8.05939851,534457984,condition,prp_mctrl,2012-09-20 00:15:07
505a5f474d3a60.20061726,534457984,condition,gms_prp,2012-09-20 00:15:48
505a5eb873e208.30845122,534457984,condition,gms_pctrl,2012-09-20 00:15:54
505a5f05320981.34050305,534457984,condition,gms_prp,2012-09-20 00:17:07
505a5f71860666.35237606,534457984,condition,prp_mctrl,2012-09-20 00:17:20
505a5eed564959.31204078,534457984,condition,gms_pctrl,2012-09-20 00:17:27
505a5f8ef0d9b2.16906360,534457984,condition,mctrl_pctrl,2012-09-20 00:18:00
505a5f6e0d31f3.10347934,534457984,condition,gms_pctrl,2012-09-20 00:18:51
505a60168bbaf3.78626527,534457984,condition,mctrl_pctrl,2012-09-20 00:19:12
505b13f21dd831.03195508,534457984,condition,prp_mctrl,2012-09-20 13:07:51
505b1393ccb753.71053672,534457984,condition,gms_prp,2012-09-20 13:07:55
505b13df0e3e20.78435336,534457984,condition,mctrl_pctrl,2012-09-20 13:09:57
505b1413c457c6.41188918,534457984,condition,gms_pctrl,2012-09-20 13:10:36
505b13ff2f1d75.67108084,534457984,condition,prp_mctrl,2012-09-20 13:11:02
505b13dd5d4c49.28533252,534457984,condition,gms_prp,2012-09-20 13:11:07
505b13bd5ea501.21892203,534457984,condition,mctrl_pctrl,2012-09-20 13:11:13
505b140160f454.23123294,534457984,condition,mctrl_pctrl,2012-09-20 13:13:02
505b14ef19d679.74715832,534457984,condition,prp_mctrl,2012-09-20 13:13:17
505b13e9eefe58.53827843,534457984,condition,gms_prp,2012-09-20 13:13:43
505b152562d0d8.87491244,534457984,condition,gms_pctrl,2012-09-20 13:15:43
505b147fb7d284.08299867,534457984,condition,prp_mctrl,2012-09-20 13:17:59
505b1494cc0b55.31044807,534457984,condition,mctrl_pctrl,2012-09-20 13:18:02
